"region","sample","obs.mut","sim.mut","sim.mut.normality","log2fc","pvalue","observed.variant.required","observed.variant.requirement.met"
"nonexpressed_regions_exons_promoters_enhancers","C1_05_24",19,20,3.7e-24,-0.070389327891398,0.8574,241,FALSE
"nonexpressed_regions_exons_promoters_enhancers","C2_05_24",14,14,3.7e-24,0,1,747,FALSE
"nonexpressed_regions_exons_promoters_enhancers","C3_05_24",14,17,3.7e-24,-0.263034405833794,0.5541,63,FALSE
"nonexpressed_regions_exons_promoters_enhancers","E1_06_14",86,87,9.56955978612534e-15,-0.0164881227885689,0.9297,526,FALSE
"nonexpressed_regions_exons_promoters_enhancers","E1_08_16",110,107,1.84984361253722e-15,0.0395283641866373,0.843,385,FALSE
"nonexpressed_regions_exons_promoters_enhancers","E2_06_14",98,109,7.3521934576964e-17,-0.15200309344505,0.3583,122,FALSE
"nonexpressed_regions_exons_promoters_enhancers","E2_08_16",155,165,3.68000223661501e-11,-0.0896372124846764,0.5211,220,FALSE
"nonexpressed_regions_exons_promoters_enhancers","E3_06_14",274,270,1.96218840872902e-05,0.0211387670581504,0.8513,451,FALSE
"nonexpressed_regions_exons_promoters_enhancers","E3_08_16",270,237,9.38509724866148e-05,0.187331278045928,0.0984,99,TRUE
"nonexpressed_regions_exons_promoters_enhancers","MMEA9_C1",17,15,3.7e-24,0.169925001442312,0.7514,112,FALSE
"nonexpressed_regions_exons_promoters_enhancers","MMEA9_C2",19,13,3.7e-24,0.514573172829758,0.247,26,FALSE
"nonexpressed_regions_exons_promoters_enhancers","MMEA9_C3",12,17,3.7e-24,-0.46948528330122,0.2795,28,FALSE
"nonexpressed_regions_exons_promoters_enhancers","MMEA9_E1",310,332,1.59617594522113e-05,-0.0986075969406595,0.3148,193,TRUE
"nonexpressed_regions_exons_promoters_enhancers","MMEA9_E2",156,152,1.35484771249721e-08,0.0372329061989751,0.8125,385,FALSE
"nonexpressed_regions_exons_promoters_enhancers","MMEA9_E3",504,482,0.00361427490396008,0.0642601988033839,0.4075,265,TRUE
"nonexpressed_regions_exons_promoters_enhancers","MMEB9_C1",15,11,3.7e-24,0.415037499278844,0.4584,34,FALSE
"nonexpressed_regions_exons_promoters_enhancers","MMEB9_C2",13,15,3.7e-24,-0.192645077942396,0.6622,93,FALSE
"nonexpressed_regions_exons_promoters_enhancers","MMEB9_C3",8,12,3.7e-24,-0.53051471669878,0.288,25,FALSE
"nonexpressed_regions_exons_promoters_enhancers","MMEB9_E1",444,498,0.000626514001413897,-0.1652344794835,0.0356,112,TRUE
"nonexpressed_regions_exons_promoters_enhancers","MMEB9_E2",225,211,1.26498444758375e-07,0.0922585078519886,0.432,193,TRUE
"nonexpressed_regions_exons_promoters_enhancers","MMEB9_E3",251,260,1.84456176081817e-06,-0.050626073069968,0.6488,306,FALSE
